"doc_id","Topic 1.","Topic 2.","Topic 3.","Topic 4.","Topic 5.","Topic 1.1.","Topic 1.2.","Topic 1.3.","Topic 1.4.","Topic 2.1.","Topic 2.2.","Topic 2.3.","Topic 3.1.","Topic 3.2.","Topic 3.3.","Topic 3.4.","Topic 4.1.","Topic 4.2.","Topic 4.3.","Topic 4.4.","Topic 5.1.","Topic 5.2.","Topic 5.3.","Topic 5.4."
"900828",0.142373472043522,7.36337897239855e-05,0.455388095429531,0.4020911649475,7.36337897226633e-05,NA,NA,NA,NA,NA,NA,NA,0.000646441083052105,0.000646441083054975,0.998060676750818,0.000646441083075274,0.000671669813792521,0.254225890618933,0.000671669813796975,0.744430769753478,NA,NA,NA,NA
"900829",0.000165369044871322,0.256752789151604,0.000165369044871316,0.742751103713782,0.000165369044871336,NA,NA,NA,NA,0.982455774156454,0.00877211292177288,0.00877211292177288,NA,NA,NA,NA,0.00391135991067158,0.988265920267985,0.00391135991067158,0.00391135991067158,NA,NA,NA,NA
"900830",0.000185536211602147,0.544281422220161,0.000185536211602164,0.000185536211602167,0.455161969145033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900831",0.000402818765584882,0.000402818765588647,0.0004028187655901,0.000402818765584874,0.998388724937651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00341607275209485,0.00341607275194766,0.989751781743591,0.00341607275236618
"900834",0.000838088332168619,0.000838088332168615,0.000838088332168606,0.000838088332168631,0.996647646671325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900835",0.000343373878346678,0.590633685018323,0.000343373878346707,0.000343373878346699,0.408336193346637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900837",6.51450148055652e-05,6.51450148055773e-05,0.363910240987845,0.635894323967738,6.51450148055887e-05,NA,NA,NA,NA,NA,NA,NA,0.00115340849677981,0.00115340849677983,0.99653977450966,0.00115340849677981,0.0015189940143625,0.00151899401436249,0.00151899401436249,0.995443017956912,NA,NA,NA,NA
"900839",0.000306165543080361,0.371829578515863,0.000306165543080372,0.000306165543080349,0.627251924854896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900840",5.69807474236652e-05,5.69807474236668e-05,0.187325441531851,0.556084972390296,0.256475624583006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900847",0.200597213411201,0.000238005035008537,0.798688771483773,0.000238005035008543,0.000238005035008531,0.963754180268169,0.0120819399106103,0.0120819399106103,0.0120819399106103,NA,NA,NA,0.972377094043348,0.00920763531888392,0.00920763531888392,0.00920763531888392,NA,NA,NA,NA,NA,NA,NA,NA
"900850",0.997025747414352,0.000743563146412097,0.000743563146412097,0.000743563146412097,0.000743563146412097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900853",0.000915693092511412,0.996337227629924,0.000915693092541391,0.000915693092511651,0.000915693092511499,NA,NA,NA,NA,0.00255433275340513,0.00255433275340513,0.99489133449319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900861",6.62358596987836e-05,6.62358596988071e-05,0.217751824411442,0.646412016515004,0.135703687354156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900870",8.98593999709171e-05,0.122759502961077,8.98593999709338e-05,0.87697091883901,8.98593999709488e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900881",7.20248875935882e-05,7.20248876018095e-05,0.0505723632610826,0.707340366163159,0.241943220800562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00106933281133985,0.00106933281133985,0.566209225905767,0.431652108471553,0.209459061644222,0.788615323869623,0.000962807243077689,0.000962807243077705
"900888",0.000178825973841673,0.000178825973841682,0.999284696104633,0.000178825973841689,0.000178825973841678,NA,NA,NA,NA,NA,NA,NA,0.00115340849677981,0.00115340849677983,0.99653977450966,0.00115340849677981,NA,NA,NA,NA,NA,NA,NA,NA
"900890",0.0821626212388881,0.168131493601209,7.26866404578765e-05,0.749560511878987,7.26866404582658e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615936377774996,0.381737128857613,0.00116324668370167,0.00116324668368871,NA,NA,NA,NA
"900895",8.18627692694582e-05,8.18627692694681e-05,8.18627692694627e-05,0.798920694352901,0.200833717339291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900898",0.000772609841569509,0.000772609841525369,0.000772609841544528,0.000772609841525384,0.996909560633835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0356364569261859,0.0356364569261859,0.0356364569261859,0.893090629221442
"900902",0.997025747414352,0.000743563146412097,0.000743563146412097,0.000743563146412097,0.000743563146412097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900904",6.56859086542259e-05,0.196555395491006,6.56859086532393e-05,0.642164136312367,0.16114909637932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0184049833300952,0.944785050009715,0.0184049833300952,0.0184049833300952,NA,NA,NA,NA
"900906",0.000580017540218818,0.997679929839125,0.000580017540218842,0.000580017540218838,0.000580017540218815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900914",0.000358953769328824,0.617431278574677,0.381491860117337,0.000358953769328829,0.000358953769328828,NA,NA,NA,NA,0.0250004957351827,0.949999008529635,0.0250004957351827,0.00115340849677981,0.00115340849677983,0.99653977450966,0.00115340849677981,NA,NA,NA,NA,NA,NA,NA,NA
"900924",9.55000492364384e-05,9.5500049236778e-05,0.222568214898404,0.421062998621145,0.356177786381978,NA,NA,NA,NA,NA,NA,NA,0.101553236094889,0.227890910945265,0.417397413013519,0.253158439946326,0.000514979526505733,0.127662100156491,0.3245216914038,0.547301228913203,0.32705896403103,0.671434289481384,0.000753373243828065,0.000753373243758204
"900940",0.000102423966251417,0.000102423966251442,0.000102423966251431,0.999590304134994,0.000102423966251427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900950",0.000115932490514063,0.000115932490511325,0.000115932490508511,0.689408834703099,0.310243367825367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00119832761948178,0.453561910708799,0.544041434052237,0.00119832761948179,0.00206090798983452,0.00206090798977361,0.00206090798977361,0.993817276030618
"900951",0.000368999325427017,0.998524002698249,0.000368999325448299,0.000368999325430116,0.000368999325445395,NA,NA,NA,NA,0.00662265570408838,0.986754688591823,0.00662265570408838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900959",8.63293322361707e-05,8.6329332233287e-05,0.128257377348664,0.871483634654635,8.63293322322631e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00262124344247037,0.992136269672589,0.00262124344247037,0.00262124344247037,NA,NA,NA,NA
"900963",0.00012629689902667,0.153384110397642,0.290415877821479,0.555947417982825,0.000126296899026666,NA,NA,NA,NA,NA,NA,NA,0.00115340849677981,0.00115340849677983,0.99653977450966,0.00115340849677981,0.0015189940143625,0.00151899401436249,0.00151899401436249,0.995443017956912,NA,NA,NA,NA
"900964",0.000212440279553925,0.000212440279561359,0.000212440279557109,0.999150238881772,0.000212440279555586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00555044026744736,0.00555044026744736,0.704080894778908,0.284818224686197,NA,NA,NA,NA
"900976",0.000340418797107587,0.99863832481157,0.000340418797107618,0.000340418797107603,0.000340418797107598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900978",0.994760421602052,0.00130989459948692,0.00130989459948693,0.00130989459948693,0.00130989459948692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901008",0.997025747414352,0.000743563146412097,0.000743563146412097,0.000743563146412097,0.000743563146412097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901044",9.02695316709435e-05,9.02695316701928e-05,9.02695316701839e-05,0.892379317610995,0.107349873793994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00955418073953532,0.971337457781394,0.00955418073953532,0.00955418073953532,NA,NA,NA,NA
"901047",0.997025747414352,0.000743563146412097,0.000743563146412097,0.000743563146412097,0.000743563146412097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901049",8.15253284454615e-05,0.201985557796919,8.15253284510972e-05,0.797769866217739,8.15253284455134e-05,NA,NA,NA,NA,0.984905344123017,0.00754732793849138,0.00754732793849143,NA,NA,NA,NA,0.00245902715451688,0.00245902715451688,0.00245902715451688,0.992622918536449,NA,NA,NA,NA
"901050",0.000171834447825281,0.00017183444782797,0.000171834447825415,0.999312662208691,0.00017183444783035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398427242117711,0.596330270997189,0.00262124344262608,0.0026212434424732,NA,NA,NA,NA
"901056",0.000125495517119745,0.201788802489121,0.481436595859881,0.000125495517118473,0.31652361061676,NA,NA,NA,NA,0.00381687477771716,0.00381687477771714,0.992366250444566,0.0018974338772018,0.455621221835443,0.00189743387716111,0.540583910410194,NA,NA,NA,NA,0.991198632287499,0.00293378923736869,0.0029337892373687,0.00293378923776387
"901057",7.03594175915887e-05,7.03594175998692e-05,0.280307476779325,0.719481444967895,7.03594175888671e-05,NA,NA,NA,NA,NA,NA,NA,0.00210648345772882,0.00210648345770299,0.00210648345770153,0.993680549626867,0.737875833121123,0.00146306421924947,0.00146306421922652,0.259198038440401,NA,NA,NA,NA
"901065",0.000138211793262338,0.000138211793262351,0.0448333706474262,0.741021922856073,0.213868282909977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00391135991067159,0.988265920267982,0.00391135991067156,0.00391135991067471,0.982601439414948,0.00579952019501725,0.00579952019501721,0.00579952019501723
"901069",7.17635480517223e-05,0.123439877699236,7.17635480517352e-05,0.700359307676339,0.176057287528322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901071",0.490860226106564,0.000646361822910759,0.507200688424849,0.000646361822837868,0.000646361822837856,0.0330512354102466,0.0330512354102466,0.90084629376926,0.0330512354102466,NA,NA,NA,0.00210648345770154,0.993680549626895,0.00210648345770152,0.00210648345770152,NA,NA,NA,NA,NA,NA,NA,NA
"901073",0.974470916190445,0.00638227095237505,0.00638227095243024,0.00638227095237504,0.00638227095237503,0.977823818085154,0.00739206063828188,0.00739206063828186,0.00739206063828186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901080",9.69037812566046e-05,9.69037812566295e-05,9.6903781256642e-05,0.999612384874972,9.69037812581634e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00218819339378151,0.00218819339378151,0.993435419818655,0.00218819339378151,NA,NA,NA,NA
"901081",0.000220738830803626,0.000220738830805225,0.999117044676784,0.000220738830802251,0.000220738830804549,NA,NA,NA,NA,NA,NA,NA,0.208597210339019,0.788236394515434,0.00158319757277347,0.00158319757277346,NA,NA,NA,NA,NA,NA,NA,NA
"901082",0.364181362475694,0.634711639548025,0.000368999325427476,0.000368999325427141,0.000368999325426989,0.984024911405288,0.0053250295315705,0.00532502953157049,0.00532502953157049,0.0170943647498118,0.965811270500376,0.0170943647498118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901087",0.001267907810083,0.00126790781022725,0.994928368759521,0.00126790781008426,0.00126790781008426,NA,NA,NA,NA,NA,NA,NA,0.00210648345770154,0.993680549626895,0.00210648345770152,0.00210648345770152,NA,NA,NA,NA,NA,NA,NA,NA
"901091",0.000248470226482019,0.489810579312358,0.00024847022648478,0.000248470226482041,0.509444010008193,NA,NA,NA,NA,0.00484271731616564,0.00484271731616561,0.990314565367669,NA,NA,NA,NA,NA,NA,NA,NA,0.979779857401,0.00674004753299809,0.00674004753299811,0.00674004753300361
"901096",0.000215919147258915,0.00021591914725777,0.999136323410968,0.000215919147257779,0.000215919147257765,NA,NA,NA,NA,NA,NA,NA,0.963616137836852,0.0121279540543826,0.0121279540543826,0.0121279540543826,NA,NA,NA,NA,NA,NA,NA,NA
"901101",0.997025747414352,0.000743563146412097,0.000743563146412097,0.000743563146412097,0.000743563146412097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901103",0.997025747414352,0.000743563146412097,0.000743563146412097,0.000743563146412097,0.000743563146412097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901109",6.80592901943544e-05,0.143607008027196,6.80592902003763e-05,0.684230003901148,0.172026869491262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00157936992638265,0.00157936992644808,0.200173671136354,0.796667589010816,NA,NA,NA,NA
"901110",0.000487155049823112,0.000487155049823083,0.000487155049823112,0.000487155049823084,0.998051379800708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901112",0.997025747414352,0.000743563146412097,0.000743563146412097,0.000743563146412097,0.000743563146412097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901121",0.99596345417514,0.00100913645621774,0.00100913645621394,0.00100913645621394,0.00100913645621394,0.00467183968226158,0.985984480953215,0.00467183968226158,0.00467183968226158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901125",0.000346380713346744,0.000346380713333004,0.998614477146662,0.000346380713330395,0.000346380713328281,NA,NA,NA,NA,NA,NA,NA,0.000810954481999509,0.000810954481999517,0.997567136554001,0.00081095448199948,NA,NA,NA,NA,NA,NA,NA,NA
"901129",0.000103225828671161,0.000103225828682945,0.0752196273865506,0.457032912851917,0.467541008104178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00245902715451688,0.00245902715451688,0.00245902715451688,0.992622918536449,0.986397664416144,0.00453411186128537,0.00453411186128537,0.00453411186128537
"901153",0.000102423966251417,0.000102423966251442,0.000102423966251431,0.999590304134994,0.000102423966251427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901162",0.000838088332168619,0.000838088332168615,0.000838088332168606,0.000838088332168631,0.996647646671325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901168",0.398969513853751,0.000493229470495887,0.000493229470497104,0.000493229470494437,0.599550797734762,0.0025135680730661,0.464488249317537,0.530484614536331,0.0025135680730661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.986397664416144,0.00453411186128537,0.00453411186128537,0.00453411186128537
"901171",0.000245387426868435,0.000245387426866032,0.999018450292533,0.000245387426865469,0.000245387426866932,NA,NA,NA,NA,NA,NA,NA,0.0018974338771611,0.0018974338771611,0.0018974338771669,0.994307698368511,NA,NA,NA,NA,NA,NA,NA,NA
"901175",8.18627692711562e-05,8.1862769271967e-05,8.18627692730868e-05,0.458369313990164,0.541385097702019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5349122950474,0.000707550288082429,0.463672604376442,0.000707550288076415,0.118681138246027,0.597386761730846,0.283241334414788,0.000690765608338559
"901179",0.000120524606819045,0.197144684482584,0.155980211721979,0.646634054581799,0.000120524606819054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.986984759093987,0.00433841363533766,0.00433841363533768,0.00433841363533768,NA,NA,NA,NA
"901188",7.81431881703744e-05,0.115675208523201,0.284139719409947,0.424727302338337,0.175379626540345,NA,NA,NA,NA,NA,NA,NA,0.0025235275340374,0.992429417397888,0.0025235275340374,0.00252352753403742,0.993778057762326,0.00207398074589133,0.00207398074589131,0.00207398074589132,NA,NA,NA,NA
"901189",0.997025747414352,0.000743563146412097,0.000743563146412097,0.000743563146412097,0.000743563146412097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901192",0.000146939950268143,0.178454503023267,0.821104677125929,0.000146939950268169,0.000146939950268149,NA,NA,NA,NA,NA,NA,NA,0.00115340849677981,0.00115340849677983,0.99653977450966,0.00115340849677981,NA,NA,NA,NA,NA,NA,NA,NA
"901198",0.997025747414352,0.000743563146412097,0.000743563146412097,0.000743563146412097,0.000743563146412097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901200",0.000487155049823112,0.000487155049823083,0.000487155049823112,0.000487155049823084,0.998051379800708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901201",0.0445733208482441,0.0435389938863998,0.0899660958803125,0.821839895684636,8.16937004076492e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.293407412747166,0.704870915394428,0.000860835929202801,0.000860835929202995,NA,NA,NA,NA
"901202",8.18627692694582e-05,8.18627692694681e-05,8.18627692694627e-05,0.798920694352901,0.200833717339291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901214",9.85945345543454e-05,9.85945345543667e-05,9.85945345551827e-05,0.999605621861781,9.85945345555867e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541246273682264,0.00356084637397606,0.45163203356978,0.00356084637398001,NA,NA,NA,NA
"901224",8.46663020893496e-05,8.46663020893652e-05,8.46663020893978e-05,0.826282118072393,0.173463883021339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901227",0.000303814001109678,0.000303814001109692,0.998784743995561,0.000303814001109699,0.000303814001109683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901230",9.41364049785574e-05,9.41364049612232e-05,0.355899393153392,0.506035529953759,0.137876804082909,NA,NA,NA,NA,NA,NA,NA,0.00236730055019002,0.992898098349422,0.00236730055019811,0.00236730055019002,0.00356084637411798,0.98931746087793,0.00356084637397608,0.00356084637397619,NA,NA,NA,NA
"901239",0.000139184438401462,0.000139184438395446,0.220395491361231,0.779186955323579,0.000139184438393361,NA,NA,NA,NA,NA,NA,NA,0.00270183145901745,0.00270183145901745,0.991894505622948,0.00270183145901745,0.00262124344247037,0.992136269672589,0.00262124344247037,0.00262124344247037,NA,NA,NA,NA
"901241",0.000129607457818181,0.303039699623965,0.000129607457818961,0.69657147800258,0.000129607457818187,NA,NA,NA,NA,0.00381687477771714,0.00381687477771716,0.992366250444566,NA,NA,NA,NA,0.990941077708773,0.00301964076374238,0.00301964076374238,0.00301964076374238,NA,NA,NA,NA
"901245",0.000487155049823112,0.000487155049823083,0.000487155049823112,0.000487155049823084,0.998051379800708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901254",0.55172400746743,0.00217366675134928,0.441754992278288,0.00217366675141761,0.00217366675151508,0.0091722737937778,0.0091722737937778,0.972483178618667,0.0091722737937778,NA,NA,NA,0.00469018875470199,0.00469018875470198,0.00469018875470199,0.985929433735894,NA,NA,NA,NA,NA,NA,NA,NA
"901260",0.997025747414352,0.000743563146412097,0.000743563146412097,0.000743563146412097,0.000743563146412097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901263",8.15253284454615e-05,0.201985557796919,8.15253284510972e-05,0.797769866217739,8.15253284455134e-05,NA,NA,NA,NA,0.984905344123017,0.00754732793849138,0.00754732793849143,NA,NA,NA,NA,0.00245902715451688,0.00245902715451688,0.00245902715451688,0.992622918536449,NA,NA,NA,NA
"901266",0.000580017540218818,0.997679929839125,0.000580017540218842,0.000580017540218838,0.000580017540218815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901272",0.000102423966251417,0.000102423966251442,0.000102423966251431,0.999590304134994,0.000102423966251427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901274",0.00011263143061376,0.156539559377812,0.000112631430614539,0.608124221843171,0.235110955917789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00770221527711011,0.00770221527711011,0.0077022152771101,0.97689335416867,0.0191856453083577,0.0191856453083577,0.0191856453083577,0.942443064074927
"901282",5.8411160717186e-05,5.84111607178577e-05,0.210622077248605,0.577376226210959,0.211884874219001,NA,NA,NA,NA,NA,NA,NA,0.347179857223616,0.649516987763118,0.00165157750663322,0.00165157750663323,0.47410949692562,0.000989450265979742,0.52391160254242,0.000989450265979741,0.000900241577427738,0.73736909250144,0.260830424343705,0.000900241577427751
"901287",0.000112953052958268,0.000112953052957445,0.382754741291093,0.616906399550034,0.000112953052957461,NA,NA,NA,NA,NA,NA,NA,0.00920763531888392,0.00920763531978594,0.00920763531888392,0.972377094042446,0.00770221527711011,0.97689335416867,0.00770221527711011,0.00770221527711011,NA,NA,NA,NA
"901289",0.994760421602052,0.00130989459948692,0.00130989459948693,0.00130989459948693,0.00130989459948692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901301",0.000306165543080361,0.371829578515863,0.000306165543080372,0.000306165543080349,0.627251924854896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901318",0.00013220655714338,0.000132206557156471,0.702071236521836,0.000132206557143774,0.29753214380672,NA,NA,NA,NA,NA,NA,NA,0.000828525501536779,0.836425734250381,0.000828525501480443,0.161917214746602,NA,NA,NA,NA,0.996240686224326,0.00125310459170216,0.00125310459229634,0.00125310459167508
"901319",0.000117307736699573,0.000117307736700964,0.424278652824675,0.000117307736699832,0.575369423965225,NA,NA,NA,NA,NA,NA,NA,0.0025235275340374,0.992429417397888,0.0025235275340374,0.00252352753403742,NA,NA,NA,NA,0.00341607275194765,0.00341607275194763,0.989751781744157,0.00341607275194765
"901326",0.000282143615037493,0.00028214361504983,0.998871425539865,0.000282143615024641,0.000282143615023479,NA,NA,NA,NA,NA,NA,NA,0.0177611190109358,0.946716642967192,0.0177611190109358,0.0177611190109358,NA,NA,NA,NA,NA,NA,NA,NA
"901327",7.34969742383971e-05,7.34969742383982e-05,0.241719145409286,0.758060363667998,7.34969742395867e-05,NA,NA,NA,NA,NA,NA,NA,0.98396233551167,0.00534588816277662,0.00534588816277661,0.00534588816277662,0.00218819339378151,0.00218819339378151,0.993435419818655,0.00218819339378151,NA,NA,NA,NA
"901338",0.000487155049823112,0.000487155049823083,0.000487155049823112,0.000487155049823084,0.998051379800708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901345",0.000838088332203279,0.367612853025985,0.629872881977463,0.000838088332172089,0.000838088332176041,NA,NA,NA,NA,0.992366250367524,0.00381687485475793,0.0038168747777183,0.00165157750663323,0.995045267480065,0.00165157750663322,0.00165157750666886,NA,NA,NA,NA,NA,NA,NA,NA
"901347",0.000178021168450364,0.000178021168438263,0.000178021168439537,0.999287915326233,0.000178021168438687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00645164068168051,0.00645164068120322,0.980645077955913,0.00645164068120321,NA,NA,NA,NA
"901355",0.000433737625377963,0.000433737625377957,0.998265049498488,0.000433737625377997,0.000433737625377968,NA,NA,NA,NA,NA,NA,NA,0.00115340849677981,0.00115340849677983,0.99653977450966,0.00115340849677981,NA,NA,NA,NA,NA,NA,NA,NA
"901357",6.74787754602462e-05,6.74787754625175e-05,0.324121393368583,0.675676170305037,6.74787754574406e-05,NA,NA,NA,NA,NA,NA,NA,0.00118928104646903,0.472178880262666,0.00118928104644616,0.525442557644419,0.997103768423681,0.000965410525484431,0.000965410525419935,0.000965410525414494,NA,NA,NA,NA
